5D358CDAED0D
source,time,hwid,type,samples,maxRSSI,mean,stddev
5D358CDAED0D,1502475417,9A34ECDEA99E,2,29,-57,-58.4828,0.633623
5D358CDAED0D,1502475417,DAD655CD510A,2,19,-53,-54.0,0.577351
5D358CDAED0D,1502475417,6392B6C5FB53,2,29,-42,-44.0345,0.498767
5D358CDAED0D,1502475417,459F7A08D5D7,2,28,-74,-76.2857,1.92175
5D358CDAED0D,1502475417,9A34ECDEA99E,2,29,-57,-58.4828,0.633623
5D358CDAED0D,1502475417,DAD655CD510A,2,19,-53,-54.0,0.577351
5D358CDAED0D,1502475417,6392B6C5FB53,2,29,-42,-44.0345,0.498767
5D358CDAED0D,1502475417,459F7A08D5D7,2,28,-74,-76.2857,1.92175
5D358CDAED0D,1502475477,9A34ECDEA99E,2,29,-58,-59.1379,0.441113
5D358CDAED0D,1502475477,DAD655CD510A,2,20,-53,-54.7,1.0311
5D358CDAED0D,1502475477,6392B6C5FB53,2,29,-42,-43.8621,1.55205
5D358CDAED0D,1502475477,459F7A08D5D7,2,28,-70,-74.8214,3.0678
5D358CDAED0D,1502475477,9A34ECDEA99E,2,29,-58,-59.1379,0.441113
5D358CDAED0D,1502475477,DAD655CD510A,2,20,-53,-54.7,1.0311
5D358CDAED0D,1502475477,6392B6C5FB53,2,29,-42,-43.8621,1.55205
5D358CDAED0D,1502475477,459F7A08D5D7,2,28,-70,-74.8214,3.0678
5D358CDAED0D,1502475537,DAD655CD510A,2,19,-54,-54.3684,0.597265
5D358CDAED0D,1502475537,6392B6C5FB53,2,29,-43,-44.1379,0.639427
5D358CDAED0D,1502475537,F9632B2DFC58,2,28,-69,-70.3929,0.916486
5D358CDAED0D,1502475537,9A34ECDEA99E,2,29,-58,-58.931,0.257881
5D358CDAED0D,1502475537,DAD655CD510A,2,19,-54,-54.3684,0.597265
5D358CDAED0D,1502475537,6392B6C5FB53,2,29,-43,-44.1379,0.639427
5D358CDAED0D,1502475537,F9632B2DFC58,2,28,-69,-70.3929,0.916486
5D358CDAED0D,1502475537,9A34ECDEA99E,2,29,-58,-58.931,0.257881
