6392B6C5FB53
source,time,hwid,type,samples,maxRSSI,mean,stddev
6392B6C5FB53,1502473530,DAD655CD510A,2,22,-50,-50.7727,0.528413
6392B6C5FB53,1502473530,F9632B2DFC58,2,22,-80,-82.2727,1.63829
6392B6C5FB53,1502473530,5D358CDAED0D,2,30,-42,-43.2333,0.678911
6392B6C5FB53,1502473530,9A34ECDEA99E,2,28,-62,-63.3214,0.862966
6392B6C5FB53,1502473590,459F7A08D5D7,2,12,-67,-68.5,1.08711
6392B6C5FB53,1502473590,DAD655CD510A,2,14,-50,-50.5714,0.513553
6392B6C5FB53,1502473590,F9632B2DFC58,2,25,-78,-80.96,1.09848
6392B6C5FB53,1502473590,5D358CDAED0D,2,30,-43,-43.7667,0.504007
6392B6C5FB53,1502473650,459F7A08D5D7,2,14,-67,-68.5714,1.08941
6392B6C5FB53,1502473650,DAD655CD510A,2,14,-50,-50.0714,0.267261
6392B6C5FB53,1502473650,5D358CDAED0D,2,30,-43,-43.8333,0.379049
6392B6C5FB53,1502473650,9A34ECDEA99E,2,27,-63,-64.4074,0.971091
6392B6C5FB53,1502473710,459F7A08D5D7,2,11,-68,-69.4545,1.21356
6392B6C5FB53,1502473710,DAD655CD510A,2,14,-50,-50.7857,0.892582
6392B6C5FB53,1502473710,5D358CDAED0D,2,30,-42,-43.2,0.484234
6392B6C5FB53,1502473710,9A34ECDEA99E,2,28,-63,-63.5714,0.57275
6392B6C5FB53,1502473770,459F7A08D5D7,2,13,-68,-69.0,0.707107
6392B6C5FB53,1502473770,DAD655CD510A,2,14,-50,-51.0,0.679366
6392B6C5FB53,1502473770,F9632B2DFC58,2,26,-73,-75.2692,1.34336
6392B6C5FB53,1502473770,5D358CDAED0D,2,30,-42,-43.4667,0.973204
6392B6C5FB53,1502473830,459F7A08D5D7,2,14,-65,-67.7857,1.18831
6392B6C5FB53,1502473830,DAD655CD510A,2,13,-49,-50.1538,0.554701
6392B6C5FB53,1502473830,F9632B2DFC58,2,27,-72,-76.6296,2.27272
6392B6C5FB53,1502473830,5D358CDAED0D,2,30,-39,-42.9333,1.11211
6392B6C5FB53,1502473890,459F7A08D5D7,2,14,-66,-66.8571,0.534523
6392B6C5FB53,1502473890,F9632B2DFC58,2,26,-72,-76.1154,2.10384
6392B6C5FB53,1502473890,5D358CDAED0D,2,30,-43,-43.0,0.0
6392B6C5FB53,1502473890,9A34ECDEA99E,2,27,-62,-63.4815,0.893152
6392B6C5FB53,1502473950,459F7A08D5D7,2,12,-66,-67.0833,1.1645
6392B6C5FB53,1502473950,DAD655CD510A,2,14,-50,-50.5714,0.513551
6392B6C5FB53,1502473950,F9632B2DFC58,2,29,-74,-78.6897,2.71376
6392B6C5FB53,1502473950,5D358CDAED0D,2,30,-43,-43.0,0.0
6392B6C5FB53,1502474010,459F7A08D5D7,2,14,-66,-67.5,1.01905
6392B6C5FB53,1502474010,DAD655CD510A,2,14,-51,-51.1429,0.363137
6392B6C5FB53,1502474010,F9632B2DFC58,2,27,-67,-72.5185,5.56341
6392B6C5FB53,1502474010,5D358CDAED0D,2,30,-43,-43.2667,0.784915
6392B6C5FB53,1502474070,459F7A08D5D7,2,14,-66,-67.5714,0.851631
6392B6C5FB53,1502474070,DAD655CD510A,2,14,-51,-51.0714,0.267261
6392B6C5FB53,1502474070,F9632B2DFC58,2,27,-67,-68.6296,0.883531
6392B6C5FB53,1502474070,5D358CDAED0D,2,30,-42,-43.1667,0.461133
6392B6C5FB53,1502474130,459F7A08D5D7,2,12,-67,-68.25,0.965308
6392B6C5FB53,1502474130,DAD655CD510A,2,14,-51,-51.0,0.0
6392B6C5FB53,1502474130,F9632B2DFC58,2,29,-67,-68.1379,0.515759
6392B6C5FB53,1502474130,5D358CDAED0D,2,30,-41,-43.1667,0.592093
6392B6C5FB53,1502474190,459F7A08D5D7,2,13,-63,-67.5385,1.85362
6392B6C5FB53,1502474190,DAD655CD510A,2,14,-51,-51.0,0.0
6392B6C5FB53,1502474190,F9632B2DFC58,2,29,-67,-67.7586,0.510961
6392B6C5FB53,1502474190,5D358CDAED0D,2,30,-43,-43.3333,0.479463
6392B6C5FB53,1502474250,459F7A08D5D7,2,14,-67,-68.7143,1.63747
6392B6C5FB53,1502474250,DAD655CD510A,2,13,-50,-51.0,0.408248
6392B6C5FB53,1502474250,F9632B2DFC58,2,28,-67,-67.6429,0.73102
6392B6C5FB53,1502474250,5D358CDAED0D,2,30,-43,-43.2,0.406838
6392B6C5FB53,1502474310,459F7A08D5D7,2,13,-66,-67.9231,1.11516
6392B6C5FB53,1502474310,DAD655CD510A,2,14,-51,-51.5,0.518873
6392B6C5FB53,1502474310,F9632B2DFC58,2,27,-66,-67.4444,0.640513
6392B6C5FB53,1502474310,5D358CDAED0D,2,30,-40,-43.0667,0.73968
6392B6C5FB53,1502474370,9A34ECDEA99E,2,29,-61,-63.1379,1.02554
6392B6C5FB53,1502474370,DAD655CD510A,2,13,-51,-51.6154,0.506369
6392B6C5FB53,1502474370,F9632B2DFC58,2,27,-67,-68.8519,0.818239
6392B6C5FB53,1502474370,5D358CDAED0D,2,30,-41,-43.1,0.547724
6392B6C5FB53,1502474430,DAD655CD510A,2,1,-128,-52.0,0.0
6392B6C5FB53,1502474430,F9632B2DFC58,2,28,-66,-67.8928,1.49912
6392B6C5FB53,1502474430,459F7A08D5D7,2,29,-67,-68.4138,1.40197
6392B6C5FB53,1502474430,5D358CDAED0D,2,30,-43,-43.0667,0.253708
6392B6C5FB53,1502474490,F9632B2DFC58,2,30,-67,-68.8333,1.05318
6392B6C5FB53,1502474490,5D358CDAED0D,2,30,-42,-43.2,0.610257
6392B6C5FB53,1502474490,9A34ECDEA99E,2,30,-62,-63.9333,1.4606
6392B6C5FB53,1502474490,459F7A08D5D7,2,26,-66,-69.8846,1.60815
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
