6392B6C5FB53
time,hwid,type,samples,maxRSSI,mean,stddev
[[ (1502291733, '94DC6692F976', 3, 30, -40, -44.83332824707031, 2.9135046005249023)
  (1502291733, '2D1032CDC2EC', 3, 30, -36, -37.133338928222656, 0.7302978038787842)
  (1502291733, '459F7A08D5D7', 2, 30, -63, -64.39999389648438, 1.003443956375122)
  (1502291733, '9A34ECDEA99E', 2, 29, -66, -67.68965911865234, 1.3654773235321045)]]
[[ (1502291793, '94DC6692F976', 3, 30, -42, -44.333335876464844, 1.8997894525527954)
  (1502291793, '2D1032CDC2EC', 3, 30, -36, -36.79999542236328, 0.664364218711853)
  (1502291793, '459F7A08D5D7', 2, 27, -63, -64.33332824707031, 0.9198668599128723)
  (1502291793, '9A34ECDEA99E', 2, 28, -65, -69.03572082519531, 2.2849280834198)]]
[[ (1502291853, '94DC6692F976', 3, 30, -38, -42.033329010009766, 2.2511813640594482)
  (1502291853, '2D1032CDC2EC', 3, 30, -36, -36.86666488647461, 0.43417271971702576)
  (1502291853, '459F7A08D5D7', 2, 28, -63, -64.64285278320312, 1.8502110242843628)
  (1502291853, '9A34ECDEA99E', 2, 27, -67, -70.85186004638672, 3.830080032348633)]]
[[ (1502291913, '94DC6692F976', 3, 30, -40, -42.36666488647461, 1.5862194299697876)
  (1502291913, '2D1032CDC2EC', 3, 30, -35, -36.03334045410156, 0.31984221935272217)
  (1502291913, 'F9632B2DFC58', 2, 30, -70, -71.4000015258789, 1.0034420490264893)
  (1502291913, 'DAD655CD510A', 2, 29, -57, -59.03447723388672, 1.0850517749786377)]]
[[ (1502291973, '94DC6692F976', 3, 30, -41, -41.96666717529297, 1.159171462059021)
  (1502291973, '2D1032CDC2EC', 3, 30, -36, -36.900001525878906, 0.3051283359527588)
  (1502291973, '459F7A08D5D7', 2, 29, -66, -67.65516662597656, 0.9364007115364075)
  (1502291973, '9A34ECDEA99E', 2, 26, -69, -72.96154022216797, 3.104588747024536)]]
[[ (1502292033, '94DC6692F976', 3, 30, -39, -42.133331298828125, 1.9780402183532715)
  (1502292033, '2D1032CDC2EC', 3, 30, -35, -36.90000534057617, 0.8448607325553894)
